Record Length,2.500000e+03,,  -0.000005000000, 300.00000,
Sample Interval,2.000000e-08,,  -0.000004980000, 300.00000,
Trigger Point,2.500000000000e+02,,  -0.000004960000, 300.00000,
,,,  -0.000004940000, 300.00000,
,,,  -0.000004920000, 300.00000,
,,,  -0.000004900000, 300.00000,
Source,CH2,,  -0.000004880000, 300.00000,
Vertical Units,V,,  -0.000004860000, 300.00000,
Vertical Scale,5.000000e+01,,  -0.000004840000, 300.00000,
Vertical Offset,-1.020000e+02,,  -0.000004820000, 300.00000,
Horizontal Units,s,,  -0.000004800000, 300.00000,
Horizontal Scale,5.000000e-06,,  -0.000004780000, 300.00000,
Pt Fmt,Y,,  -0.000004760000, 300.00000,
Yzero,0.000000e+00,,  -0.000004740000, 300.00000,
Probe Atten,1.000000e+01,,  -0.000004720000, 300.00000,
Model Number,TBS1052B,,  -0.000004700000, 300.00000,
Serial Number,C031782,,  -0.000004680000, 300.00000,
Firmware Version,FV:v4.06,,  -0.000004660000, 300.00000,
,,,-00.000004640000, 300.00000,
,,,-00.000004620000, 300.00000,
,,,-00.000004600000, 300.00000,
,,,-00.000004580000, 300.00000,
,,,-00.000004560000, 300.00000,
,,,-00.000004540000, 300.00000,
,,,-00.000004520000, 300.00000,
,,,-00.000004500000, 300.00000,
,,,-00.000004480000, 300.00000,
,,,-00.000004460000, 300.00000,
,,,-00.000004440000, 300.00000,
,,,-00.000004420000, 300.00000,
,,,-00.000004400000, 300.00000,
,,,-00.000004380000, 300.00000,
,,,-00.000004360000, 300.00000,
,,,-00.000004340000, 300.00000,
,,,-00.000004320000, 300.00000,
,,,-00.000004300000, 300.00000,
,,,-00.000004280000, 300.00000,
,,,-00.000004260000, 300.00000,
,,,-00.000004240000, 300.00000,
,,,-00.000004220000, 300.00000,
,,,-00.000004200000, 300.00000,
,,,-00.000004180000, 300.00000,
,,,-00.000004160000, 300.00000,
,,,-00.000004140000, 300.00000,
,,,-00.000004120000, 300.00000,
,,,-00.000004100000, 300.00000,
,,,-00.000004080000, 300.00000,
,,,-00.000004060000, 300.00000,
